,GLOBALEVENTID,SQLDATE,SOURCEURL,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FullName,ActionGeo_CountryCode,company,industry,topic,sentiment,title
32,427219862,20150421,http://www.wallstreetscope.com/morning-hot-union-pacific-corporation-unp-accenture-plc-acn-illinois-tool-works-inc-itw-ziopharm-oncology-inc-ziop-mgm-resorts-international-mgm/25248880/,40.3363,-89.0022,"Illinois, United States",US,accenture,,,,
33,427233142,20140421,http://www.techworld.com/news/careers/accenture-expands-its-apprenticeship-programme-in-newcastle-london-3608768/,51.4,-1.31667,"Newbury, West Berkshire, United Kingdom",UK,accenture,,,,
34,427023970,20150421,http://www.seattletimes.com/business/ibm-venture-with-chinese-stirs-concern/,39.9289,116.388,"Beijing, Beijing, China",CH,ibm,,,,
35,427025222,20150421,http://www.themalaymailonline.com/money/article/ibms-profit-tops-estimates-on-mainframe-and-cloud-services-sales,42.1497,-74.9384,"New York, United States",US,ibm,,,,
36,427027722,20150421,http://www.washingtonpost.com/business/economy/ibm-revenue-falls-for-12th-straight-quarter/2015/04/20/6892a158-e797-11e4-9a6a-c1ab95a0600b_story.html,17.3167,-101.017,"Tamarindo, Guerrero, Mexico",MX,ibm,,,,
37,427029857,20150421,http://www.afr.com/technology/ibm-sales-fall-for-12th-quarter-currency-weighs-20150420-1mpgcs,,,,,ibm,,,,
38,427052688,20150421,http://www.rawstory.com/2015/04/despicable-bigot-louisiana-republicans-clash-over-religious-freedom-bill-criticized-by-ibm/,34.9513,-92.3809,"Arkansas, United States",US,ibm,,,,
39,427057041,20150421,http://www.crn.com/news/cloud/300076579/ibm-earnings-revenue-decline-translates-to-high-margins.htm,,,,,ibm,,,,
40,427091060,20150421,http://www.afr.com/news/policy/education/ibm-backs-tony-abbotts-pet-project-corporatesponsored-vocational-schools-20150421-1mpj94,42.1497,-74.9384,"New York, United States",US,ibm,,,,
41,427091625,20150421,http://www.toledoblade.com/David-Shribman/2015/04/21/Mrs-Clinton-vs-Rubio-a-presidential-race-defined-by-history.html,27.8333,-81.717,"Florida, United States",US,ibm,,,,
42,427113108,20150421,http://www.itp.net/602893-ibm-logs-12th-straight-quarterly-revenue-decline,,,,,ibm,,,,
43,427153453,20150421,http://www.theepochtimes.com/n3/1327551-china-looks-to-replace-ibm-with-help-from-ibm/,30.8598,111.378,"Huang Hua, Hubei, China",CH,ibm,,,,
44,427158120,20150421,http://www.onlinetmd.com/manufacturing-cribmaster-inventory-management-solutions-42115.aspx,0.0,0.0,"Georgia, United States",US,ibm,,,,
45,427170427,20150421,http://www.emarketsdaily.com/major-development-in-views-time-warner-cable-inc-nysetwc-st-jude-medical-inc-nysestj-international-business-machines-corporation-nyseibm/1836471/,40.0,-4.0,Spain,SP,ibm,,,,
46,427180041,20150421,http://www.fastcodesign.com/3045147/ibms-watson-designed-the-worst-burrito-ive-ever-had,1.0,38.0,Kenya,KE,ibm,,,,
47,427183648,20150421,http://www.marketwatch.com/story/ibm-brings-cyber-threat-analytics-to-the-cloud-2015-04-21,,,,,ibm,,,,
48,427198699,20150322,http://www.edgeboston.com/business/corporate/news//175699/ibm_to_nc_gov:_company_opposes_,35.7721,-78.6386,"Raleigh, North Carolina, United States",US,ibm,,,,
49,427202727,20150421,http://www.techtimes.com/articles/47670/20150421/ibm-china-venture-raises-red-flag-dont-ask-why.htm,35.0,105.0,China,CH,ibm,,,,
50,427210653,20150421,http://www.technewstoday.com/23093-ibm-corp-in-china-raises-concerns-amongst-the-chinese-tech-industry/,39.9289,116.388,"Beijing, Beijing, China",CH,ibm,,,,
51,427223936,20150421,http://www.christiantoday.com/article/ibm.opposes.religious.freedom.bill.in.north.carolina.in.letter.to.governor/52473.htm,34.9513,-92.3809,"Arkansas, United States",US,ibm,,,,
52,427248213,20150421,http://www.crn.com/news/security/300076577/look-out-ibm-and-cisco-hp-teams-with-fireeye-to-mount-fortune-1000-security-offensive.htm,37.7749,-122.419,"San Francisco, California, United States",US,ibm,,,,
53,427266094,20150421,http://www.techsonian.com/stocks-intraday-alert-the-coca-cola-ko-att-t-international-business-machines-ibm-bank-of-america-bac/12463946/,38.0,-97.0,United States,US,ibm,,,,
54,427275790,20150421,http://moneymorning.com/2015/04/21/international-business-machines-corp-nyse-ibm-earnings-dont-support-sudden-rally/,,,,,ibm,,,,
55,427277444,20150421,http://www.newnownext.com/ibm-tells-louisiana-gov-that-religious-freedom-bill-is-antithetical-to-our-companys-values/04/2015/,31.1801,-91.8749,"Louisiana, United States",US,ibm,,,,
56,427279137,20150421,http://www.lulegacy.com/2015/04/21/venture-between-ibm-and-china-concerns-some/445473/,39.9289,116.388,"Beijing, Beijing, China",CH,ibm,,,,
57,427038914,20150421,http://economictimes.indiatimes.com/tech/software/infosys-plans-at-least-three-new-banking-software-products-under-finacle/articleshow/46995086.cms,12.9833,77.5833,"Bengaluru, Karnataka, India",IN,infosys,,,,
58,427176775,20150421,http://www.greenfieldreporter.com/view/story/1e37dc35f8ac43039ed25ed137144165/NY--Rochester-Police-Reorganization,43.1548,-77.6156,"Rochester, New York, United States",US,Roche,,,,
59,427299445,20150421,http://www.greenfieldreporter.com/view/story/4bf36850ff5d4e8e909342474d6da230/NY--Rochester-Officer-Shot-Trial,43.1501,-77.6831,"Monroe County, New York, United States",US,Roche,,,,
60,427191026,20150421,http://blogs.wsj.com/pharmalot/2015/04/21/pharmalot-pharmalittle-good-morning-were-catching-up-on-teva-pfizer-and-much-more/,44.6074,-69.3977,"Maine, United States",US,pfizer,,,,
61,427299423,20150421,http://www.pressrepublican.com/news/local_news/medical-marijuana-proposed-at-chazy-pfizer/article_c382fac2-26f0-54d6-bed6-590fbebd5ffc.html,44.9231,-74.5846,"Town Of Bombay, New York, United States",US,pfizer,,,,
62,427310860,20150421,http://www.nasdaq.com/article/merck-kgaa-pfizer-start-first-cancer-registration-study-analyst-blog-cm467843,38.0,-97.0,United States,US,pfizer,,,,
63,427137659,20150421,https://www.bostonglobe.com/business/2015/04/20/novartis-leader-targeted-therapies-looking-prime-immune-system-battle-cancer/cV75a7dyPF4ZnoqtCQoUsM/story.html,52.2,0.116667,"Cambridge, Cambridgeshire, United Kingdom",UK,novartis,,,,
64,427153366,20150421,http://uk.reuters.com/article/2015/04/20/novartis-cancer-idUKL1N0XH28X20150420,38.0,-97.0,United States,US,novartis,,,,
65,427184811,20150421,http://www.wallstreetscope.com/tues-morning-outlook-alaska-communications-systems-group-inc-alsk-hercules-technology-growth-capital-inc-htgz-novartis-ag-nvs-synaptics-inc-syna-koppers-holdings-inc-kop/25248380/,61.385,-152.268,"Alaska, United States",US,novartis,,,,
66,427210242,20150421,http://wtexas.com/content/15042791-novartis-focusing-boosting-immune-system-treat-cancer,47.0,8.0,Switzerland,SZ,novartis,,,,
67,427233370,20150421,http://www.forbes.com/sites/stockoptionschannel/2015/04/21/first-week-of-june-19th-options-trading-for-novartis-nvs/,,,,,novartis,,,,
68,427304576,20150421,http://bleacherreport.com/articles/2438358-guardiola-heeds-porto-lesson-as-bayern-munich-deliver-champions-league-warning,41.1496,-8.61099,"Porto, Porto, Portugal",PO,bayer,,,,
69,427458246,20150422,http://www.techworld.com/news/mobile/accenture-opens-interactive-innovation-centre-in-frances-silicon-valley-3608930/,46.0,2.0,France,FR,accenture,,,,
70,427511704,20150422,http://africabusiness.com/2015/04/22/exclusive-interview-accenture/,-29.0,24.0,South Africa,SF,accenture,,,,
71,427536057,20150422,http://jutiagroup.com/20150422-company-update-nyseacn-oil-and-gas-industry-investment-in-digital-technologies-shows-resilience-in-oil-price-downturn-accenture-and-microsoft-survey-reports/,53.3331,-6.24889,"Dublin, Dublin, Ireland",EI,accenture,,,,
72,427543341,20150422,http://www.newswire.ca/en/story/1522353/innovation-and-technology-will-increase-roi-with-workplace-training-accenture-and-ccce-report-shows,43.6667,-79.4167,"Toronto, Ontario, Canada",CA,accenture,,,,
73,427385545,20150422,http://investcorrectly.com/20150421/international-business-machines-corp-ibm-cloud-mainframe-continue-remain-strong/,35.0,105.0,China,CH,ibm,,,,
74,427435553,20150422,http://www.thestreet.com/story/13119460/1/3-biggest-takeaways-from-ibms-ho-hum-first-quarter.html,,,,,ibm,,,,
75,427502225,20150422,http://www.thehostingnews.com/readyspace-launches-cloud-service-on-ibm-power-systems.html,38.0,-97.0,United States,US,ibm,,,,
76,427504368,20150422,http://www.forbes.com/sites/greatspeculations/2015/04/22/ibm-earnings-margins-improves-even-as-revenues-decline/,45.5,-73.5833,"Montreal, Quebec, Canada",CA,ibm,,,,
77,427551436,20150422,http://www.themalaysianinsider.com/technology/article/peugeot-ibm-working-to-connect-cars-to-shops-and-servicing,45.6333,5.73333,"Paris, RhôAlpes, France",FR,ibm,,,,
78,427563434,20150422,http://www.technewstoday.com/23126-ibm-copr-to-join-french-automaker-psa-peugeot-citroen-for-connected-cars/,46.0,2.0,France,FR,ibm,,,,
79,427606997,20150422,http://www.techeye.net/business/peugeot-signs-connectivity-deal-with-ibm,46.0,2.0,France,FR,ibm,,,,
80,427612842,20150422,http://www.businessinsider.com/how-microsoft-fights-the-apple-ibm-plan-2015-4,,,,,ibm,,,,
81,427645673,20150422,"http://www.crn.com.au/News/402919,how-ibm-reckons-it-can-beat-cloud-rivals-on-price.aspx",-37.8167,144.967,"Melbourne, Victoria, Australia",AS,ibm,,,,
82,427379855,20150422,http://www.indiainfoline.com/article/news-top-story/infosys-collaborates-with-east-china-normal-university-115042200224_1.html,35.0,105.0,China,CH,infosys,,,,
83,427341817,20150422,http://www.newswiretoday.com/news/152208/Roche-Bros.-Seeks-to-Strengthen-Payment-Security-with-NCR-Connected-Payments/,42.3584,-71.0598,"Boston, Massachusetts, United States",US,Roche,,,,
84,427402744,20150422,http://www.4-traders.com/ROCHE-HOLDING-LTD-BEARE-68997/news/Roche-Bearer-Share--reports-strong-sales-growth-in-the-first-quarter-of-2015-20232421/,47.0,8.0,Switzerland,SZ,Roche,,,,
85,427407518,20150422,http://www.4-traders.com/ROCHE-HOLDING-LTD-9364975/news/Roche-Revenue-Lifted-by-Cancer-Drugs-20232594/,47.0,8.0,Switzerland,SZ,Roche,,,,
86,427414616,20150422,http://www.4-traders.com/ROCHE-HOLDING-LTD-9364975/news/Roche-Revenue-Lifted-by-Cancer-Drugs-20232665/,47.0,8.0,Switzerland,SZ,Roche,,,,
87,427431791,20150422,http://www.dailymail.co.uk/tvshowbiz/article-3050081/I-m-No-Angel-Ajay-Rochester-strips-black-lace-Lane-Bryant-underwear-promote-body-confidence-continues-encourage-people-Drop-Plus.html,-27.0,133.0,Australia,AS,Roche,,,,
88,427359088,20150422,http://www.laprensasa.com/309_america-in-english/3063618_bayern-crushes-porto-s-champions-league-dream.html,41.1496,-8.61099,"Porto, Porto, Portugal",PO,bayer,,,,
89,427370870,20150422,http://www.footytube.com/news/guardian/robert-lewandowski-inspires-bayern-munich-s-rout-of-porto-L39119,48.15,11.5833,"Munich, Bayern, Germany",GM,bayer,,,,
90,427430120,20150422,http://www.thedp.com/article/2015/04/lissner-carrie-pilby-casts-vanessa-bayer,34.0983,-118.327,"Hollywood, California, United States",US,bayer,,,,
91,427435345,20150422,http://afkinsider.com/94819/uefa-champions-league-review-barca-and-bayern-book-semi-spots/,41.1496,-8.61099,"Porto, Porto, Portugal",PO,bayer,,,,
92,427454276,20150422,http://www.thenational.ae/blogs/kit-bag/wednesday-cover-bayern-munich-storm-back-to-batter-fc-porto,40.0,-4.0,Spain,SP,bayer,,,,
93,427591566,20150422,http://www.azcentral.com/story/news/local/peoria/2015/04/22/bayer-private-school-breaks-ground-peoria/26182391/,32.5667,-110.848,"Rancho Solano, Arizona, United States",US,bayer,,,,
94,427607014,20150422,http://www.90min.com/posts/2089027-door-open-for-dr-hans-wilhelm-muller-wohlfahrt-at-bayern-munich,51.0,9.0,Germany,GM,bayer,,,,
95,427479096,20150422,http://www.wallstreetscope.com/wed-pre-market-outlook-moodys-corporation-mco-glaxosmithkline-plc-gsk-china-techfaith-wireless-communication-technology-limited-cntf-zion-oil-gas-inc-zn-headwaters-incorporated-hw/25250492/,38.0,-97.0,United States,US,glaxosmithkline,,,,
96,427504022,20150422,http://www.proactiveinvestors.co.uk/columns/broker-spotlight/18243/broker-spotlight-arm-holdings-glaxosmithkline-sky-hummingbird-genel-energy-18243.html,11.1833,-8.15,"Yanfolila, Mali (general), Mali",ML,glaxosmithkline,,,,
97,427913168,20150423,http://mis-asia.com/tech/industries/accenture-opens-interactive-innovation-centre-in-frances-silicon-valley/,46.0,2.0,France,FR,accenture,,,,
98,427698844,20150423,http://finchannel.com/index.php/technology/item/42977-ibm-brings-cyber-threat-analytics-to-the-cloud,,,,,ibm,,,,
99,427792712,20150423,http://www.newswire.ca/en/story/1523077/ibm-canada-ltd-voted-canada-s-most-attractive-employer,47.5,-72.0,"Quebec, Quebec, Canada",CA,ibm,,,,
100,427798983,20150423,http://www.zdnet.com/article/after-medical-school-ibms-watson-ready-for-apple-health-apps/,32.0667,34.7667,"Tel Aviv, Tel Aviv, Israel",IS,ibm,,,,
101,427800685,20150423,http://www.prnewswire.co.in/news-releases/swiss-re-corporate-solutions-joins-forces-with-ibm-to-offer-cyber-risk-protection-501037591.html,47.3667,8.55,"Zurich, ZüSZ, Switzerland",SZ,ibm,,,,
102,427817131,20150423,http://www.marketwatch.com/story/gartner-symposiumitxpo-2015-mastermind-keynotes-to-include-ibms-ginni-rometty-and-ges-jeffrey-r-immelt-2015-04-23,41.5834,-72.7622,"Connecticut, United States",US,ibm,,,,
103,427821154,20150423,http://en.starafrica.com/news/swiss-re-corporate-solutions-joins-forces-with-ibm-to-offer-cyber-risk-protection.html,47.3667,8.55,"Zurich, ZüSZ, Switzerland",SZ,ibm,,,,
104,427826441,20150423,http://www.eweek.com/cloud/ibm-opens-new-netherlands-cloud-data-center.html,-33.8833,151.217,"Sydney, New South Wales, Australia",AS,ibm,,,,
105,427899371,20150423,http://myhostnews.com/2015/04/readyspace-launches-cloud-service-on-ibm-power-systems/,13.0,122.0,Philippines,RP,ibm,,,,
106,427904380,20150423,http://www.nearshoreamericas.com/capgemini-reportedly-talks-purchase-igate/,20.0,77.0,India,IN,capgemini,,,,
107,427894375,20150423,http://www.techsonian.com/news-recap-infosys-infy-delta-air-lines-dal-sony-sne-csx-csx/12466060/,35.685,139.751,"Tokyo, Tokyo, Japan",JA,infosys,,,,
108,427786619,20150423,http://www.abc.net.au/news/2015-04-23/msf-lobbies-pfizer-to-make-pneumococcal-vaccine-cheaper/6416588,-33.8833,151.217,"Sydney, New South Wales, Australia",AS,pfizer,,,,
109,427802055,20150423,http://www.techsonian.com/steady-movements-citigroup-c-cemex-sab-de-cv-cx-pfizer-pfe-associated-estates-realty-aec/12465087/,41.5528,-81.5101,"Richmond Heights, Ohio, United States",US,pfizer,,,,
110,427722106,20150423,http://finance.yahoo.com/news/novartis-delivered-sales-growth-cc-050309479.html,36.0,138.0,Japan,JA,novartis,,,,
111,427726882,20150423,http://www.finanznachrichten.de/nachrichten-2015-04/33488276-novartis-q1-profit-from-cont-opns-down-confirms-2015-outlook-020.htm,47.0,8.0,Switzerland,SZ,novartis,,,,
112,427727621,20150423,http://www.bloomberg.com/news/articles/2015-04-23/novartis-reports-first-quarter-earnings-that-beat-estimates,51.5,-0.116667,"London, London, City of, United Kingdom",UK,novartis,,,,
113,427729052,20150423,http://www.marketwatch.com/story/novartis-profit-boosted-by-disposals-2015-04-23-14853916,47.3667,8.55,"Zurich, ZüSZ, Switzerland",SZ,novartis,,,,
114,427748272,20140423,http://www.rttnews.com/2486263/novartis-q1-profit-up-in-constant-currency-backs-full-year-goals.aspx,47.0,8.0,Switzerland,SZ,novartis,,,,
115,427753651,20150324,http://uk.reuters.com/article/2015/04/23/novartis-results-idUKL5N0XK0FI20150423,47.3667,8.55,"Zurich, ZüSZ, Switzerland",SZ,novartis,,,,
116,427765332,20150423,http://www.business-standard.com/article/reuters/novartis-posts-q1-profit-beat-despite-dollar-drag-115042300354_1.html,47.3667,8.55,"Zurich, ZüSZ, Switzerland",SZ,novartis,,,,
117,427784682,20150423,http://www.iol.co.za/business/companies/novartis-q1-profit-beats-estimates-1.1849406,51.5,-0.116667,"London, London, City of, United Kingdom",UK,novartis,,,,
118,427786768,20150423,http://gulfnews.com/business/sectors/retail/novartis-reports-first-quarter-profit-that-beats-estimates-1.1497643,46.1956,6.14811,"Geneva, Genè, Switzerland",SZ,novartis,,,,
119,427792781,20150423,http://www.brecorder.com/business-a-finance/industries-a-sectors/239436-novartis-says-q1-earnings-fall-annual-target-on-track.html,47.3667,8.55,"Zurich, ZüSZ, Switzerland",SZ,novartis,,,,
120,427804310,20150423,http://www.thelocal.ch/20150423/novartis-profits-and-sales-slip-in-first-quarter,,,,,novartis,,,,
121,427852987,20150423,http://www.fiercepharma.com/story/eli-lilly-can-thank-novartis-and-low-expectations-its-q1-earnings-beat/2015-04-23,,,,,novartis,,,,
122,427793238,20150423,http://metro.co.uk/2015/04/23/branislav-ivanovic-to-ignore-bayern-munich-and-psg-transfer-interest-and-sign-new-chelsea-deal-5163341/,45.6333,5.73333,"Paris, RhôAlpes, France",FR,bayer,,,,
123,427804582,20150423,http://www.fiercepharmamanufacturing.com/story/bayer-close-vet-med-plant-lay-130/2015-04-23,51.0,9.0,Germany,GM,bayer,,,,
124,427898155,20150423,http://www.techsonian.com/news-buzz-sands-china-schyy-bayerische-motoren-bamxy-compass-cmpgy-komatsu-kmtuy/12466003/,36.0,138.0,Japan,JA,bayer,,,,
125,427965515,20150423,http://www.click2houston.com/news/employees-asked-to-shelter-in-place-for-over-an-hour-after-odor-reported-at-bayer-plant-in-baytown/32536066,29.7355,-94.9774,"Baytown, Texas, United States",US,bayer,,,,
126,427851047,20140423,http://www.fool.co.uk/investing/2015/04/23/are-genus-plc-and-dechra-pharmaceuticals-plc-better-buys-than-glaxosmithkline-plc/,36.0,138.0,Japan,JA,glaxosmithkline,,,,
127,428045203,20150424,http://www.hr.com/en/app/blog/2015/04/canadians-choose-ibm-as-canada%E2%80%99s-most-attractive-e_i8v5x7by.html,47.5,-72.0,"Quebec, Quebec, Canada",CA,ibm,,,,
128,428077053,20150424,http://www.wallstreetscope.com/fri-pre-market-insights-halozyme-therapeutics-inc-halo-banco-santander-s-a-san-perkinelmer-inc-pki-international-business-machines-corporation-ibm-china-shengda-packaging-group-inc/25253689/,,,,,ibm,,,,
129,428180308,20150424,http://foreignpolicy.com/2015/04/24/ibm-technology-transfer-china-virginia-rometty-strategy-lenovo-huawei-it/,39.9289,116.388,"Beijing, Beijing, China",CH,ibm,,,,
130,428203227,20150424,http://www.investornewswire.com/cloud-centre-established-by-international-business-machines-corp-nyseibm-to-cater-for-rise-in-user-base/6980/,52.5,5.75,Netherlands,NL,ibm,,,,
131,428261810,20150424,http://www.betaboston.com/news/2015/04/24/whats-for-dinner-let-ibms-chef-watson-decide/,49.75,15.5,Czech Republic,EZ,ibm,,,,
132,428268335,20150424,http://www.jdsupra.com/legalnews/ibm-sentenced-to-pay-65-million-as-cont-90381/,46.5833,0.333333,"Poitiers, Poitou-Charentes, France",FR,ibm,,,,
133,428019408,20150424,http://economictimes.indiatimes.com/markets/stocks/earnings/infosys-q4-results-here-are-five-things-to-watch-out-for/articleshow/47034979.cms,13.0833,80.2833,"Chennai, Tamil Nadu, India",IN,infosys,,,,
134,428089556,20150424,http://www.dnaindia.com/money/report-infosys-reports-marginal-increase-in-q4-profit-2080300,,,,,infosys,,,,
135,428092784,20150424,http://www.indiainfoline.com/article/news-top-story/infosys-board-approves-bonus-issue-in-ratio-of-1-1-115042400433_1.html,,,,,infosys,,,,
136,428095577,20150424,http://www.reuters.com/article/2015/04/24/infosys-results-idUSL4N0XL43720150424,18.975,72.8258,"Mumbai, Maharashtra, India",IN,infosys,,,,
137,428097963,20150424,http://economictimes.indiatimes.com/tech/ites/infosys-doubles-down-on-startups-announces-incubator-invests-in-airviz/articleshow/47038290.cms,12.9833,77.5833,"Bengaluru, Karnataka, India",IN,infosys,,,,
138,428098672,20150424,http://economictimes.indiatimes.com/tech/ites/infosys-to-buy-us-digital-commerce-firm-kallidus-inc-for-120-million/articleshow/47038279.cms,42.1497,-74.9384,"New York, United States",US,infosys,,,,
139,428098925,20150424,http://www.myiris.com/news/sector/infosys-to-acquire-kallidus-for-usd-120-mn/20150424150023043,20.0,77.0,India,IN,infosys,,,,
140,428098927,20150424,http://www.business-standard.com/article/reuters/infosys-sees-fy16-revenue-rising-as-much-as-12-pct-115042400513_1.html,18.975,72.8258,"Mumbai, Maharashtra, India",IN,infosys,,,,
141,428104848,20150424,http://economictimes.indiatimes.com/markets/stocks/news/infosys-slips-6-fails-to-cheer-dalal-street-post-q4-results-heres-what-experts-say/articleshow/47038813.cms,20.0,77.0,India,IN,infosys,,,,
142,428104892,20150424,http://www.moneycontrol.com/news/announcements/infosys-acquires-kallidus-inc-for-usd-120-mn_1366859.html,,,,,infosys,,,,
143,428108205,20150424,http://www.sify.com/finance/infosys-sees-fy16-revenue-rising-as-much-as-12-pct-news-equity-peypuDjggihea.html,20.0,77.0,India,IN,infosys,,,,
144,428108206,20150424,http://www.business-standard.com/article/companies/the-7-key-takeaways-from-infosys-earnings-115042400552_1.html,,,,,infosys,,,,
